User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Sleep_Quality,Hydration_Level,Stress_Level,Fitness_Level,Activity_Type,Exercise_Intensity,Step_Count,Diet_Quality,BMI
15310841,female,41,167,61,29,103,41.2,6,0,6,Advanced,Swimming,7,100000,7,40
16091848,male,38,198,96,27,95,40.6,6,5,9,Beginner,Running,1,0,1,20
19241743,female,21,140,48,27,106,40.6,3,4,2,Intermediate,Cycling,10,30000,10,40
19330010,male,73,183,90,21,94,40.5,7,4,6,Advanced,Swimming,7,100000,7,20
16312785,male,48,183,91,24,102,40.4,5,4,3,Beginner,Walking,1,0,7,15
11939048,female,53,172,71,8,89,39.7,10,2,4,Intermediate,Running,10,30000,10,40
13645476,male,43,178,82,16,102,40,3,3,3,Advanced,Cycling,7,100000,1,20
12302947,male,20,172,71,18,99,40.3,8,2,6,Beginner,Swimming,1,0,10,15
12935967,male,22,184,85,28,105,40.6,7,3,5,Beginner,Walking,10,30000,1,40
17021929,male,50,191,95,11,93,40.1,9,4,6,Beginner,Running,7,100000,7,20
12072919,male,46,184,89,10,95,39.9,3,4,10,Intermediate,Cycling,1,0,1,15
19682415,female,40,165,62,19,100,40.5,1,3,9,Advanced,Swimming,10,30000,10,40
17719877,female,71,163,65,11,90,40,9,0,1,Beginner,Walking,7,100000,7,20
12000110,male,20,172,76,19,106,40.3,9,1,6,Intermediate,Running,1,0,7,40
17014420,male,68,196,98,22,101,40.1,10,4,7,Advanced,Cycling,10,30000,10,20
10654238,male,50,172,73,13,98,40.1,6,3,1,Beginner,Swimming,7,100000,1,15
11341181,male,24,166,71,2,78,38.2,6,3,8,Intermediate,Walking,1,0,10,40
13263201,female,25,159,57,15,99,40.2,6,1,9,Advanced,Running,10,30000,1,20
10753894,male,34,196,103,17,96,40.4,4,5,2,Beginner,Cycling,7,100000,7,15
18676028,female,42,170,75,14,98,40.3,1,1,5,Beginner,Swimming,1,0,1,40
17220443,female,29,140,40,16,101,40,10,0,3,Intermediate,Running,10,30000,10,20
10097220,male,40,167,66,6,87,39.1,2,3,2,Advanced,Cycling,7,100000,7,15
10311591,female,77,176,76,9,85,39.3,9,0,9,Beginner,Swimming,1,0,7,40
16913565,male,46,177,83,20,98,41,8,3,2,Intermediate,Walking,10,30000,10,20
12065881,female,78,168,71,12,96,39.7,10,0,3,Advanced,Running,7,100000,1,40
14978910,male,35,186,92,24,99,40.9,6,2,5,Beginner,Cycling,1,0,10,20
15182279,male,21,199,100,21,98,40.6,7,3,2,Intermediate,Swimming,10,30000,1,15
16256574,female,45,156,57,27,104,40.6,10,2,8,Advanced,Walking,7,100000,7,40
13763873,female,56,172,65,27,108,41,5,5,8,Beginner,Running,1,0,1,20
18600096,female,74,160,66,29,110,40.8,8,4,9,Beginner,Cycling,10,30000,10,15
16468967,male,46,180,83,6,86,39.6,1,1,9,Beginner,Swimming,7,100000,7,40
12659452,male,21,196,92,14,95,40,8,3,10,Intermediate,Walking,1,0,7,20
12868053,male,26,180,75,4,77,39.2,10,5,9,Advanced,Running,10,30000,10,15
16252432,male,63,176,79,12,90,39.8,1,4,2,Beginner,Cycling,7,100000,1,40
13467771,female,34,156,51,3,90,38.7,8,3,6,Intermediate,Swimming,1,0,10,20
15039984,male,68,205,106,23,107,40.5,9,2,10,Advanced,Walking,10,30000,1,40
14178497,male,56,182,87,16,91,39.9,6,5,2,Beginner,Running,7,100000,7,20
16270792,male,21,173,78,28,108,40.7,8,4,8,Intermediate,Cycling,1,0,1,15
15708155,male,20,173,73,25,99,40.7,5,4,4,Advanced,Swimming,10,30000,10,40
12660693,female,35,161,62,15,102,40.3,5,4,6,Beginner,Running,7,100000,7,20
13681001,male,25,194,97,18,99,40.4,10,1,1,Beginner,Cycling,1,0,7,15
19876880,female,62,148,44,26,108,40.8,4,4,9,Intermediate,Swimming,10,30000,10,40
16865355,female,63,173,66,8,83,39.4,10,5,10,Advanced,Walking,7,100000,1,20
11272113,female,46,154,57,11,97,40.2,7,2,10,Beginner,Running,1,0,10,15
13228655,male,46,175,80,21,97,40.5,8,0,7,Intermediate,Cycling,10,30000,1,40
17863685,male,24,187,87,5,82,39.2,6,2,4,Advanced,Swimming,7,100000,7,20
14272817,male,43,178,83,13,83,40.3,6,2,8,Beginner,Walking,1,0,1,40
18676471,female,27,157,59,2,81,38.3,2,0,3,Intermediate,Running,10,30000,10,20
10500591,male,65,172,80,14,96,39.9,6,5,9,Advanced,Cycling,7,100000,7,15
14519582,female,63,150,50,7,88,39.4,3,2,1,Beginner,Swimming,1,0,7,40
15927085,male,59,199,104,20,102,40.5,5,1,4,Beginner,Walking,10,30000,10,20
19674610,female,34,151,51,7,97,39.2,7,1,10,Beginner,Running,7,100000,1,15
19382612,female,57,172,70,28,105,41.2,7,5,4,Intermediate,Cycling,1,0,10,40
11858495,male,28,192,94,10,85,39.7,8,5,5,Advanced,Swimming,10,30000,1,20
14525242,male,31,202,98,14,97,40.3,5,2,4,Beginner,Walking,7,100000,7,15
11948938,female,30,166,66,16,87,40.2,4,0,2,Intermediate,Running,1,0,1,40
15046022,male,38,176,77,2,80,38.6,2,5,7,Advanced,Cycling,10,30000,10,20
11846177,female,54,169,71,29,107,40.5,3,2,7,Beginner,Swimming,7,100000,7,40
10910225,male,54,195,100,9,82,39.6,10,3,7,Intermediate,Running,1,0,7,20
12720868,male,31,193,97,15,92,40.5,9,4,2,Advanced,Cycling,10,30000,10,15
16969672,male,73,167,69,29,109,40.8,1,0,6,Beginner,Swimming,7,100000,1,40
13686861,female,75,156,57,27,114,41,3,2,5,Beginner,Walking,1,0,10,20
15028308,male,39,164,73,22,97,40.5,10,1,1,Intermediate,Running,10,30000,1,15
17100459,male,26,193,87,5,87,39.2,4,0,7,Advanced,Cycling,7,100000,7,40
15794029,female,28,157,59,23,111,41,9,1,9,Beginner,Swimming,1,0,1,20
18903525,male,58,191,91,10,91,39.6,1,4,6,Intermediate,Walking,10,30000,10,15
18088844,male,79,202,108,18,99,41,6,2,9,Advanced,Running,7,100000,7,40
16375565,female,26,167,58,15,95,40.2,8,4,4,Beginner,Cycling,1,0,7,20
14451187,female,53,159,57,23,105,40.7,6,5,5,Intermediate,Swimming,10,30000,10,40
19252517,female,33,159,53,17,94,40,8,0,9,Advanced,Walking,7,100000,1,20
19954897,male,60,181,92,3,88,38.8,7,5,8,Beginner,Running,1,0,10,15
14386991,male,53,182,81,5,84,39.3,8,2,3,Beginner,Cycling,10,30000,1,40
14863545,male,26,185,85,3,86,39.1,1,0,9,Beginner,Swimming,7,100000,7,20
15511586,male,23,179,83,3,91,38.6,6,5,3,Intermediate,Walking,1,0,1,15
15022966,female,31,170,64,2,77,38.1,8,4,3,Advanced,Running,10,30000,10,40
12871421,male,20,175,78,24,107,40.5,6,0,9,Beginner,Cycling,7,100000,7,20
18057181,male,32,168,73,30,111,40.7,7,0,1,Intermediate,Swimming,1,0,7,15
10058690,male,61,197,104,28,108,41.1,9,1,5,Advanced,Running,10,30000,10,40
18871900,male,27,187,92,13,92,40,3,2,8,Beginner,Cycling,7,100000,1,20
11027975,female,42,182,84,6,86,39.3,10,2,1,Intermediate,Swimming,1,0,10,40
19085313,female,22,158,56,18,97,40.4,7,1,4,Advanced,Walking,10,30000,1,20
17143275,female,71,165,67,19,91,40.3,2,5,6,Beginner,Running,7,100000,7,15
18864632,female,28,168,62,10,87,39.4,2,0,6,Beginner,Cycling,1,0,1,40
12769000,male,38,177,77,26,113,41.1,1,5,3,Intermediate,Swimming,10,30000,10,20
16156697,female,43,173,69,2,79,38.2,9,3,4,Advanced,Walking,7,100000,7,15
10131926,male,21,187,84,27,97,40.8,4,5,4,Beginner,Running,1,0,7,40
17046316,male,38,182,77,21,102,40.5,5,2,9,Intermediate,Cycling,10,30000,10,20
11896131,male,46,180,83,2,90,38,6,1,10,Advanced,Swimming,7,100000,1,15
19460187,male,49,193,97,3,84,38.5,6,0,10,Beginner,Walking,1,0,10,40
19354925,male,33,181,82,4,89,38.6,3,0,10,Beginner,Running,10,30000,1,20
12870156,female,61,171,66,8,85,39.5,10,4,3,Intermediate,Cycling,7,100000,7,40
11443833,male,35,191,90,24,108,40.3,1,3,4,Advanced,Swimming,1,0,1,20
18272188,male,32,202,99,27,115,40.5,3,4,9,Beginner,Walking,10,30000,10,15
12778129,female,38,156,56,20,94,40.8,5,0,2,Intermediate,Running,7,100000,7,40
11345999,male,58,190,87,23,98,40.9,3,2,10,Advanced,Cycling,1,0,7,20
16908484,female,46,168,64,2,85,37.7,9,0,7,Beginner,Swimming,10,30000,10,15
13582524,female,25,171,70,11,92,40,7,5,4,Intermediate,Running,7,100000,1,40
17331963,female,23,158,54,9,92,39.4,9,4,7,Advanced,Cycling,1,0,10,20
18986390,female,24,167,68,18,93,40.6,9,2,8,Beginner,Swimming,10,30000,1,15
17452289,female,38,170,65,3,85,39.1,5,5,1,Beginner,Walking,7,100000,7,40
10426349,female,29,147,48,17,98,40.6,10,1,9,Intermediate,Running,1,0,1,20
14384732,female,79,163,63,8,86,39.9,5,0,2,Advanced,Cycling,10,30000,10,40
15998213,female,37,171,66,25,106,40.7,5,5,10,Beginner,Swimming,7,100000,7,20
15533272,female,22,156,58,16,102,40.4,4,2,8,Intermediate,Walking,1,0,7,15
17072398,male,20,182,82,20,92,40.2,4,4,1,Advanced,Running,10,30000,10,40
17211149,female,57,167,68,18,114,40.4,5,5,9,Beginner,Cycling,7,100000,1,20
19713210,male,58,198,96,12,92,39.7,4,3,7,Intermediate,Swimming,1,0,10,15
13815395,female,32,144,49,5,90,39,7,3,4,Advanced,Walking,10,30000,1,40
18267525,female,32,174,69,2,77,38.2,6,0,6,Beginner,Running,7,100000,7,20
16508917,female,42,157,55,27,113,40.9,8,4,10,Beginner,Cycling,1,0,1,15
10445424,female,50,151,51,2,79,38.4,5,0,2,Beginner,Swimming,10,30000,10,40
11570934,female,44,172,75,12,93,40,3,0,5,Intermediate,Walking,7,100000,7,20
14160023,male,27,174,75,21,106,40.6,6,0,4,Advanced,Running,1,0,7,40
12574867,female,38,178,70,13,89,40.2,7,0,5,Beginner,Cycling,10,30000,10,20
16646989,female,23,173,68,18,97,40.1,1,5,8,Intermediate,Swimming,7,100000,1,15
15292175,female,31,156,58,16,101,40.1,6,1,3,Advanced,Running,1,0,10,40
10324121,female,52,148,55,22,105,40.5,5,4,5,Beginner,Cycling,10,30000,1,20
10341991,male,46,181,82,24,104,41,7,2,1,Intermediate,Swimming,7,100000,7,15
15072374,female,56,160,60,5,89,39,10,2,10,Advanced,Walking,1,0,1,40
14854168,female,39,177,74,6,78,39.1,10,4,3,Beginner,Running,10,30000,10,20
10363700,male,66,188,98,26,114,40.7,6,4,4,Beginner,Cycling,7,100000,7,15
16488458,female,62,171,78,22,103,40.5,10,3,5,Intermediate,Swimming,1,0,7,40
10613350,female,63,158,61,3,87,38.5,6,0,6,Advanced,Walking,10,30000,10,20
18890018,female,77,151,52,28,103,40.6,10,3,5,Beginner,Running,7,100000,1,40
16378171,female,54,184,79,23,92,40.9,5,4,4,Intermediate,Cycling,1,0,10,20
11333721,female,43,146,51,9,94,39.2,10,5,9,Advanced,Swimming,10,30000,1,15
14838024,male,30,177,82,28,107,40.7,9,2,7,Beginner,Walking,7,100000,7,40
13719219,male,74,184,87,20,101,40.5,4,3,7,Intermediate,Running,1,0,1,20
16160546,female,25,164,62,8,85,39.5,9,1,6,Advanced,Cycling,10,30000,10,15
13806865,male,43,190,98,17,107,40.2,1,0,10,Beginner,Swimming,7,100000,7,40
14611370,male,40,181,91,29,111,41,3,2,5,Beginner,Walking,1,0,7,20
19468881,female,61,166,69,28,114,40.9,6,2,4,Beginner,Running,10,30000,10,15
17145803,female,56,168,66,3,85,38.7,2,5,8,Intermediate,Cycling,7,100000,1,40
10404148,female,67,172,72,8,89,39.3,7,1,9,Advanced,Swimming,1,0,10,20
14110534,female,72,151,60,11,92,40.1,9,0,1,Beginner,Running,10,30000,1,40
10361640,male,32,193,96,21,111,40.8,4,4,3,Intermediate,Cycling,7,100000,7,20
12017526,male,51,177,76,1,76,37.8,8,0,2,Advanced,Swimming,1,0,1,15
18011722,female,67,166,64,17,90,40.3,8,4,5,Beginner,Walking,10,30000,10,40
14106041,male,65,158,63,19,97,40.3,7,5,7,Intermediate,Running,7,100000,7,20
18893096,male,35,194,91,23,112,41,10,4,7,Advanced,Cycling,1,0,7,15
16929000,male,32,187,90,7,90,39.4,7,4,2,Beginner,Swimming,10,30000,10,40
16539107,male,57,184,78,3,71,39,5,2,2,Beginner,Walking,7,100000,1,20
11690321,female,50,158,59,24,101,40.7,4,5,9,Intermediate,Running,1,0,10,15
12149605,female,24,174,72,8,91,39.8,9,2,2,Advanced,Cycling,10,30000,1,40
18950001,female,55,167,66,14,87,40,2,1,10,Beginner,Swimming,7,100000,7,20
10463486,male,23,194,97,15,101,40,6,1,5,Intermediate,Walking,1,0,1,40
10034058,male,79,172,75,11,89,40.1,2,0,4,Advanced,Running,10,30000,10,20
12133833,male,35,174,76,12,97,40.2,6,3,8,Beginner,Cycling,7,100000,7,15
11698813,female,31,171,71,3,83,38.4,4,3,10,Intermediate,Swimming,1,0,7,40
18175714,male,35,182,89,24,108,40.8,1,2,3,Advanced,Walking,10,30000,10,20
15376428,female,70,156,62,8,87,39.4,7,3,10,Beginner,Running,7,100000,1,15
17923841,male,65,198,96,5,85,39.1,9,1,4,Beginner,Cycling,1,0,10,40
13894704,female,58,160,56,22,99,40.6,6,5,8,Beginner,Swimming,10,30000,1,20
10502259,male,22,173,79,29,115,40.7,1,2,10,Intermediate,Running,7,100000,7,15
19545737,female,24,173,68,20,99,40.2,6,2,7,Advanced,Cycling,1,0,1,40
14522123,female,49,158,61,27,106,41,2,5,7,Beginner,Swimming,10,30000,10,20
11352174,female,26,171,65,11,101,40,7,1,4,Intermediate,Walking,7,100000,7,40
11598389,male,21,187,92,4,81,38.5,5,4,1,Advanced,Running,1,0,7,20
16405106,male,23,191,86,29,115,40.9,7,1,1,Beginner,Cycling,10,30000,10,15
19928569,female,39,159,62,15,93,40,10,5,6,Intermediate,Swimming,7,100000,1,40
16724437,male,33,170,76,20,100,40.4,9,4,4,Advanced,Walking,1,0,10,20
11648375,female,28,160,57,3,81,38.8,7,2,10,Beginner,Running,10,30000,1,15
10283089,female,70,164,63,12,94,40.4,4,5,7,Beginner,Cycling,7,100000,7,40
13230524,male,38,182,85,8,84,39.8,9,5,3,Intermediate,Swimming,1,0,1,20
13440939,male,27,192,90,16,88,39.8,9,2,9,Advanced,Walking,10,30000,10,15
19906933,male,53,179,84,14,93,40,8,1,3,Beginner,Running,7,100000,7,40
12429563,female,38,174,73,17,100,40.3,4,4,6,Intermediate,Cycling,1,0,7,20
13387471,female,54,169,66,6,85,39.4,10,1,9,Advanced,Swimming,10,30000,1,40
10196677,male,32,173,77,16,97,40,4,5,10,Beginner,Walking,7,100000,10,20
13848583,male,28,182,76,21,107,40.6,10,5,6,Intermediate,Running,1,0,7,15
12388580,female,27,175,69,25,105,40.8,6,1,8,Advanced,Cycling,10,30000,7,40
19737155,female,54,185,82,4,86,39.1,2,1,4,Beginner,Swimming,7,100000,10,20
10096522,female,56,165,70,18,98,40.4,5,3,9,Beginner,Running,1,0,1,15
12690065,male,26,187,91,15,95,40.1,1,3,5,Beginner,Cycling,10,30000,10,40
15764363,male,25,198,97,11,92,39.9,8,5,9,Intermediate,Swimming,7,100000,1,20
19509994,male,45,177,81,19,102,40.4,8,2,5,Advanced,Walking,1,0,7,15
12106575,female,21,166,63,5,81,39.3,3,3,3,Beginner,Running,10,30000,1,40
12578905,female,21,176,64,4,75,38.9,4,0,8,Intermediate,Cycling,7,100000,10,20
15253251,female,36,158,58,11,89,39.8,8,1,3,Advanced,Swimming,1,0,7,40
17312164,male,78,193,96,15,83,40.5,3,5,3,Beginner,Walking,10,30000,7,20
17930508,male,49,176,76,5,84,39.2,8,3,2,Intermediate,Running,7,100000,10,15
17385529,male,60,207,114,1,87,37.7,8,4,8,Advanced,Cycling,1,0,1,40
16333757,male,32,170,73,19,99,40.5,1,2,10,Beginner,Swimming,10,30000,10,20
17619111,male,73,187,96,2,91,38,6,2,1,Beginner,Walking,7,100000,1,15
11462734,female,22,167,61,3,88,38.3,4,1,7,Intermediate,Running,1,0,7,40
16428584,male,76,177,84,7,84,39.1,10,4,6,Advanced,Cycling,10,30000,1,20
11676381,female,50,165,66,7,98,39.6,9,3,6,Beginner,Swimming,7,100000,10,15
15905404,female,20,148,52,9,93,39.7,7,4,7,Intermediate,Walking,0,0,7,40
16077406,female,43,169,66,4,76,39.1,5,1,7,Advanced,Running,10,30000,7,20
15603034,female,45,158,60,15,93,40.1,8,3,9,Beginner,Cycling,7,100000,10,40
17301298,male,23,180,73,26,105,41.1,10,5,7,Intermediate,Swimming,1,0,1,20
10921184,female,23,148,52,25,108,41.1,3,1,2,Advanced,Running,10,30000,10,15
17253275,female,25,162,62,19,99,40.6,2,3,6,Beginner,Cycling,7,100000,1,40
16154164,male,22,198,97,1,79,37.5,4,2,7,Beginner,Swimming,1,0,7,20
15710102,female,58,175,71,26,105,40.8,10,3,2,Beginner,Walking,10,30000,1,15
15768703,male,27,189,87,3,79,38.7,8,3,7,Intermediate,Running,7,100000,10,40
16031078,male,60,187,87,13,82,40.2,2,0,1,Advanced,Cycling,1,0,7,20
10583671,female,37,170,71,26,105,40.9,3,0,6,Beginner,Swimming,10,30000,7,15
19226537,female,24,175,67,24,105,40.6,2,4,7,Intermediate,Walking,7,100000,10,40
16991735,female,75,171,68,16,102,40.3,4,5,3,Advanced,Running,1,0,1,20
18566703,male,52,183,84,30,112,41,8,4,8,Beginner,Cycling,10,30000,10,40
12079828,female,49,166,66,10,80,40,4,4,4,Intermediate,Swimming,7,100000,1,20
16254780,female,31,157,56,3,84,39.1,8,2,3,Advanced,Walking,1,0,7,15
11678057,male,23,196,88,16,105,40.2,2,1,7,Beginner,Running,10,30000,1,40
18447804,male,27,179,84,15,96,40.2,4,5,4,Beginner,Cycling,7,100000,10,20
16954889,female,42,164,61,14,88,40.2,9,0,9,Intermediate,Swimming,1,0,7,15
13964681,male,36,174,75,23,98,40.5,10,3,4,Advanced,Walking,10,30000,7,40
10562379,male,29,188,86,4,85,39.1,8,4,1,Beginner,Running,7,100000,10,20
19653903,female,57,167,65,27,107,41.1,1,5,2,Intermediate,Cycling,1,0,1,15
16897876,male,64,175,83,4,83,38.9,8,4,6,Advanced,Swimming,10,30000,10,40
12808543,male,63,179,82,16,86,40.2,5,4,10,Beginner,Running,7,100000,1,20
19941820,female,57,161,61,27,108,40.8,8,2,6,Intermediate,Cycling,1,0,7,40
11769784,male,70,190,99,18,97,40.5,10,4,4,Advanced,Swimming,10,30000,1,20
11583997,female,53,155,53,2,85,38,9,3,10,Beginner,Walking,7,100000,10,15
16271091,female,50,158,58,17,95,40.1,2,5,4,Beginner,Running,1,0,7,40
12523601,female,68,147,48,8,86,39.5,9,5,8,Beginner,Cycling,10,30000,7,20
18481194,male,64,169,79,27,96,40.5,2,4,3,Intermediate,Swimming,7,100000,10,15
18165149,male,31,182,87,22,94,40.5,1,5,6,Advanced,Walking,1,0,1,40
16100787,female,33,171,74,7,95,39.4,5,4,6,Beginner,Running,10,30000,10,20
12924695,female,76,154,56,22,98,40.6,6,3,7,Intermediate,Cycling,7,100000,1,15
17557307,female,25,183,77,7,100,39.3,8,5,10,Advanced,Swimming,1,0,7,40
14526211,female,55,155,55,9,88,40,6,1,4,Beginner,Walking,10,30000,1,20
10530197,male,27,189,93,16,95,40.3,1,0,4,Intermediate,Running,7,100000,10,40
18293094,female,42,165,63,8,94,39.5,8,3,6,Advanced,Cycling,1,0,7,20
10687000,female,54,159,54,24,107,40.6,7,1,4,Beginner,Swimming,10,30000,7,15
17887624,female,68,164,63,26,110,41.3,8,1,2,Beginner,Walking,7,100000,10,40
13510620,female,33,155,55,4,80,38.7,4,2,8,Intermediate,Running,1,0,1,20
16994106,male,27,197,92,3,85,38.6,2,0,5,Advanced,Cycling,10,30000,10,15
18591421,male,20,184,78,18,87,40.1,7,1,2,Beginner,Swimming,7,100000,1,40
16583091,female,28,163,58,27,99,41.1,9,3,6,Intermediate,Running,1,0,7,20
15814407,male,54,195,100,25,106,40.7,4,2,1,Advanced,Cycling,10,30000,1,15
14353562,male,42,196,93,14,93,40,1,1,4,Beginner,Swimming,7,100000,10,40
13396008,male,43,174,78,11,94,39.8,5,4,8,Intermediate,Walking,1,0,7,20
17761956,female,48,165,65,14,85,40,9,2,10,Advanced,Running,10,30000,7,40
13685979,male,52,171,78,5,86,39.2,3,3,10,Beginner,Cycling,7,100000,10,20
12562714,female,65,165,61,12,98,40,8,1,10,Beginner,Swimming,1,0,1,15
16106250,female,31,160,60,12,95,40.2,3,1,4,Beginner,Walking,10,30000,10,40
14912530,male,40,177,81,8,83,39.6,8,5,9,Intermediate,Running,7,100000,1,20
12790385,male,62,178,85,16,99,40.6,9,1,6,Advanced,Cycling,1,0,7,15
17483493,male,29,186,91,8,84,39.6,1,1,5,Beginner,Swimming,10,30000,1,40
12412298,female,50,159,59,30,106,41.1,4,5,9,Intermediate,Walking,7,100000,10,20
14806334,male,73,190,95,10,97,39.4,5,0,8,Advanced,Running,1,0,7,15
16636721,male,37,195,99,6,82,39.1,8,0,6,Beginner,Cycling,10,30000,7,40
12295344,female,60,162,63,12,100,39.9,8,3,6,Intermediate,Swimming,7,100000,10,20
10413805,male,25,184,82,10,88,39.9,6,2,7,Advanced,Walking,1,0,1,40
18284780,female,34,135,41,14,92,40.2,1,0,6,Beginner,Running,10,30000,10,20
13481966,male,29,190,84,21,102,40.4,10,4,10,Beginner,Cycling,7,100000,1,15
16130359,female,20,166,64,2,74,38.2,10,4,9,Intermediate,Swimming,1,0,7,40
18648123,male,35,175,80,26,106,40.7,4,1,3,Advanced,Running,10,30000,1,20
12006675,male,35,186,83,19,100,40.6,1,1,10,Beginner,Cycling,7,100000,10,15
10260043,male,45,166,74,7,91,39.4,2,1,3,Intermediate,Swimming,1,0,7,40
13646159,female,46,168,65,26,106,41,5,2,5,Advanced,Walking,10,30000,7,20
18331223,male,50,187,81,5,83,39.2,6,2,8,Beginner,Running,7,100000,10,15
18050793,female,78,150,54,8,87,39.6,9,0,3,Intermediate,Cycling,1,0,1,40
19851050,female,40,174,75,3,92,38.7,9,3,3,Advanced,Swimming,10,30000,10,20
12411828,female,66,174,74,23,99,40.8,8,1,3,Beginner,Walking,7,100000,1,40
17590100,female,61,158,60,23,102,40.5,1,0,9,Beginner,Running,1,0,7,20
14923338,female,48,159,63,17,87,40,2,4,8,Beginner,Cycling,10,30000,1,15
19385382,female,20,176,69,10,84,40.2,6,0,4,Intermediate,Swimming,7,100000,10,40
16178848,female,50,170,68,3,84,38.4,4,3,7,Beginner,Walking,1,0,7,20
17768835,female,64,154,61,20,94,41,3,2,10,Intermediate,Running,10,30000,7,15
11874293,male,48,199,110,6,81,39.4,10,3,10,Advanced,Cycling,7,100000,10,40
14267850,male,29,187,91,24,103,40.6,7,2,7,Beginner,Swimming,1,0,1,20
11685376,female,47,162,58,17,95,40.4,8,0,6,Intermediate,Walking,10,30000,10,15
11544557,female,20,166,60,15,98,40.3,7,2,6,Advanced,Running,7,100000,1,40
11483730,male,32,180,86,23,106,40.6,8,5,8,Beginner,Cycling,1,0,7,20
18728608,female,59,182,84,17,92,40.3,9,2,1,Intermediate,Swimming,10,30000,1,40
15309902,female,20,172,60,20,102,40.7,10,4,3,Advanced,Running,7,100000,10,20
19069422,male,64,209,112,18,100,40.4,4,2,3,Beginner,Cycling,1,0,7,15
10699781,male,31,191,98,4,85,38.7,4,4,9,Beginner,Swimming,10,30000,7,40
12346765,female,30,171,68,7,91,39.6,2,4,9,Intermediate,Walking,7,100000,10,20
13460239,female,72,166,66,19,102,40.2,6,5,3,Advanced,Running,1,0,1,15
19127767,female,45,159,62,8,94,39.6,3,5,10,Beginner,Cycling,10,30000,10,40
19623536,male,29,169,72,20,101,40,9,0,8,Intermediate,Swimming,7,100000,1,20
13724595,female,37,170,64,20,105,40.3,5,0,1,Advanced,Walking,1,0,7,15
14724770,female,24,167,66,12,89,40,10,1,6,Beginner,Running,10,30000,1,40
19058297,female,38,169,64,9,99,39.5,8,3,9,Intermediate,Cycling,7,100000,10,20
10530300,male,57,175,76,28,109,40.6,1,1,9,Advanced,Swimming,1,0,7,40
17120461,female,50,153,56,26,108,40.7,5,5,8,Beginner,Walking,10,30000,7,20
17188766,female,40,177,74,29,97,41,7,2,6,Beginner,Running,7,100000,10,15
17918574,female,24,171,72,27,101,41,9,3,4,Beginner,Cycling,1,0,1,40
13251809,male,47,192,93,13,95,40.3,2,2,1,Intermediate,Swimming,10,30000,10,20
18278454,male,50,185,83,13,97,40.3,2,5,3,Advanced,Walking,7,100000,1,15
11963638,female,46,151,52,25,113,40.5,5,4,7,Beginner,Running,1,0,7,40
17277065,male,38,185,91,5,82,39.2,6,4,10,Intermediate,Cycling,10,30000,1,20
15906490,male,30,189,95,21,103,40.8,9,0,7,Advanced,Swimming,7,100000,10,15
16325355,female,42,162,66,21,96,40.4,9,2,1,Beginner,Running,1,0,7,40
11519009,female,56,167,70,19,103,40.7,2,1,6,Intermediate,Cycling,10,30000,7,20
11721128,female,39,155,54,26,105,41.1,5,4,6,Advanced,Swimming,7,100000,10,40
10554747,male,64,195,99,13,87,40.3,8,0,3,Beginner,Walking,1,0,1,20
12530660,male,35,178,79,3,82,38.7,4,0,3,Beginner,Running,10,30000,10,15
12263999,male,73,200,106,12,89,40,9,2,1,Intermediate,Cycling,7,100000,1,40
16435736,male,26,180,88,4,91,38.8,2,0,4,Advanced,Swimming,1,0,7,20
15813794,female,40,154,59,14,90,40.3,6,3,1,Beginner,Walking,10,30000,1,15
15715378,female,63,171,73,8,88,40.2,9,4,5,Intermediate,Running,7,100000,10,40
18476144,male,40,169,70,22,101,40.5,7,3,7,Advanced,Cycling,1,0,7,20
19085705,female,33,151,51,16,88,40.3,10,4,8,Beginner,Swimming,10,30000,7,15
19890878,female,64,175,67,19,101,40.6,8,0,4,Intermediate,Walking,7,100000,10,40
10241519,female,21,179,72,7,82,39.4,8,0,1,Advanced,Running,1,0,1,20
12793069,male,41,183,85,29,100,41,9,2,6,Beginner,Cycling,10,30000,10,40
15330323,male,58,191,99,16,94,40.2,3,1,3,Beginner,Swimming,7,100000,1,20
15647467,female,21,171,62,1,76,37.7,2,2,1,Beginner,Walking,1,0,7,15
19743732,male,28,187,88,22,109,40.4,4,3,10,Intermediate,Running,10,30000,1,40
18618078,female,28,173,71,1,83,37.7,6,3,10,Advanced,Cycling,7,100000,10,20
17503482,male,44,177,83,28,110,41.2,5,0,5,Beginner,Swimming,1,0,7,15
10028780,female,20,170,67,17,93,40.3,7,4,2,Intermediate,Running,10,30000,7,40
17164452,male,59,177,81,9,87,39.6,10,4,2,Advanced,Cycling,7,100000,10,20
17551114,male,22,189,86,14,105,40,3,5,10,Beginner,Swimming,1,0,1,15
15987630,male,35,194,95,2,79,38.6,5,4,9,Intermediate,Walking,10,30000,10,40
16509162,male,24,177,81,9,85,39.8,5,2,4,Advanced,Running,7,100000,1,20
12421249,male,60,199,107,26,112,40.6,7,2,4,Beginner,Cycling,1,0,7,40
12429676,male,55,192,91,16,98,40.3,9,0,10,Beginner,Swimming,10,30000,1,20
13172958,female,39,179,74,16,98,40.4,8,3,10,Intermediate,Walking,7,100000,10,15
14414496,male,45,196,94,10,91,39.9,1,5,10,Advanced,Running,1,0,7,40
12964208,male,59,178,86,22,99,40.3,6,3,10,Beginner,Cycling,10,30000,7,20
18883192,female,38,166,63,2,85,38.3,5,0,4,Intermediate,Swimming,7,100000,10,15
